3802.77001953125,3.0077428551965053e+19,0.0
3803.644775390625,2.6405469043426423e+19,1.4139265853864413e+19
3804.52197265625,4.653130690882297e+19,1.4350680952869773e+19
3805.397216796875,4.486675726563193e+19,1.3065158078956153e+19
3806.272705078125,2.5035214505484513e+19,1.2333571329913084e+19
3807.150390625,1.0328978171008086e+19,1.1755015368624525e+19
3808.026123046875,4.182172295793608e+19,1.195537875836872e+19
3808.904296875,3.654846225579994e+19,1.1714867600945304e+19
3809.780517578125,2.4412238423402828e+19,1.143014596205693e+19
3810.658935546875,2.260849910078517e+19,1.1146957188652773e+19
3811.53564453125,2.2481712486916706e+19,1.094367161422589e+19
3812.41259765625,2.7613803957821374e+19,1.0830264972892887e+19
3813.291748046875,3.980305792990442e+19,1.116401115231616e+19
3814.1689453125,3.5599184556491837e+19,1.1014634328806136e+19
3815.04833984375,4.036491082191169e+19,1.1178170308557339e+19
3815.926025390625,4.29180554889029e+19,1.1208838946766666e+19
3816.805908203125,5.403407905822953e+19,1.1368430280321645e+19
3817.68408203125,3.753172694165042e+19,1.1066512447197012e+19
3818.562255859375,2.3121243475139396e+19,1.068245660579838e+19
3819.44287109375,2.882338113057147e+19,1.0619707494518557e+19
3820.321533203125,3.922913228110319e+19,1.0794168226219563e+19
3821.202392578125,3.85939313796901e+19,1.0704455166968728e+19
3822.08154296875,2.5557186799627604e+19,1.0327077448212384e+19
3822.962890625,2.114132135684396e+19,1.0018824753408068e+19
3823.84228515625,4.830854488165914e+19,1.047268620655568e+19
3824.72412109375,2.3332177106900296e+19,1.0265567839270259e+19
3825.60400390625,2.61111545109297e+19,1.029754682485548e+19
3826.484130859375,1.9571717917043016e+19,1.0315851522665271e+19
3827.366455078125,2.8161258072857793e+19,1.0523190237933814e+19
3828.246826171875,2.953439414058897e+19,1.081507016001338e+19
3829.129638671875,1.4884732736343181e+19,1.056876994587823e+19
3830.010498046875,5.86695911671391e+19,1.143820582964952e+19
3830.893798828125,4.558838874649003e+19,1.1354580080753547e+19
3831.775146484375,2.205068645363669e+19,1.0819731334644576e+19
3832.656494140625,2.2506667645401543e+19,1.0701729717303392e+19
3833.540283203125,3.6345718635538375e+19,1.065601072109984e+19
3834.42236328125,3.243126299204793e+19,1.036882946732285e+19
3835.306396484375,4.235595992688767e+19,1.027844411300986e+19
3836.188720703125,3.890067173651756e+19,1.009490998401559e+19
3837.073486328125,2.2032535486770205e+19,9.787831366798684e+18
3837.9560546875,4.485174799661138e+19,1.0086081174315813e+19
3838.839111328125,3.442899319751234e+19,1.0112645574542004e+19
3839.724365234375,3.2523243405639393e+19,9.969178033388212e+18
3840.607666015625,2.975088493244788e+19,9.955179490237581e+18
3841.4931640625,2.2586355023630754e+19,9.675540651508404e+18
3842.376953125,2.627227573126763e+19,9.63270166576024e+18
3843.262939453125,2.8278977950929633e+19,9.579245750756063e+18
3844.147216796875,2.143849085844973e+19,9.385892795134271e+18
3845.031494140625,2.4348545641304424e+19,9.35474435893703e+18
3845.918212890625,3.864294572974571e+19,9.750579903217721e+18
3846.802978515625,2.9850821146020364e+19,9.495871427813e+18
3847.68994140625,1.8951961346193e+19,9.180018769656856e+18
3848.5751953125,2.3350143839947497e+19,9.170561505208754e+18
3849.462646484375,2.6907220819462955e+19,9.112373623725688e+18
3850.34814453125,2.0311477257101627e+19,9.049528054279418e+18
3851.23388671875,3.888676048883067e+19,9.39832413504168e+18
3852.1220703125,2.787920265902753e+19,9.217598732929425e+18
3853.00830078125,1.5651422326556342e+19,8.909079077834758e+18
3853.896728515625,3.761345663111752e+19,9.230070053580327e+18
3854.783203125,3.3833948767520965e+19,9.466095118678272e+18
3855.672119140625,3.894152411897308e+19,9.47446674458399e+18
3856.55908203125,2.552861517972125e+19,9.041751066663276e+18
3857.4462890625,2.8211533311060443e+19,9.012246252822863e+18
3858.3359375,2.941873670480524e+19,8.879894544089441e+18
3859.223388671875,1.2640257259007193e+19,8.535374212713847e+18
3860.113525390625,2.4384638973894935e+19,8.58647908551755e+18
3861.00146484375,3.362367763421601e+19,8.9063893805545e+18
3861.891845703125,2.621359514997066e+19,8.7579570611204e+18
3862.7802734375,4.0295508339624346e+19,8.876452429447287e+18
3863.668701171875,2.8721147120907256e+19,8.581753938083771e+18
3864.559814453125,3.040877192896057e+19,8.813308385365584e+18
3865.44873046875,4.774934806249706e+19,9.446692654389705e+18
3866.340087890625,2.8736875694834872e+19,9.089711148006904e+18
3867.229736328125,1.7290102574615556e+19,9.066089471682508e+18
3868.121337890625,2.201437427280188e+19,9.063711107424833e+18
3869.01123046875,3.0638515909505053e+19,8.938834272400256e+18
3869.9013671875,3.5969705107188515e+19,8.598862767128329e+18
3870.793701171875,3.997259913914341e+19,8.302465675477812e+18
3871.68408203125,4.570366272231382e+19,8.616319666541309e+18
3872.576904296875,4.2221460563166355e+19,8.52080082657377e+18
3873.4677734375,3.1054356575278395e+19,8.685027688580852e+18
3874.361083984375,3.5986398804260725e+19,9.206299415685412e+18
3875.25244140625,2.5052895327782506e+19,9.468876978431367e+18
3876.143798828125,3.0423676487172133e+19,9.632465550790986e+18
3877.03759765625,3.430570774869145e+19,9.457742032634649e+18
3877.9296875,2.8363432509492085e+19,8.893368778071224e+18
3878.82373046875,3.0393821046263833e+19,8.489106714902571e+18
3879.716064453125,3.747189204888234e+19,8.324630061202877e+18
3880.61083984375,3.5048647015622484e+19,8.253499929503098e+18
3881.503662109375,4.060281642178478e+19,8.289212093159494e+18
3882.396484375,3.3516842395201516e+19,8.312307670155117e+18
3883.291748046875,2.438830678900173e+19,8.44834321521485e+18
3884.18505859375,3.3289823953077637e+19,8.730507638546054e+18
3885.080810546875,2.3580637174783644e+19,8.74088136618196e+18
3885.974609375,1.956771335375161e+19,8.652622984287093e+18
3886.87060546875,3.4585106163810013e+19,8.686483031289087e+18
3887.764892578125,2.5060983177891246e+19,8.111293649465704e+18
3888.6591796875,4.5231746352382295e+18,7.224349267895054e+18
3889.555908203125,3.5086643944958657e+19,7.975923297034991e+18
3890.45068359375,3.4728133145183015e+19,7.874392711804503e+18
3891.347900390625,3.309668764571624e+19,7.881651116156699e+18
3892.242919921875,3.703219048616463e+19,7.849379089326763e+18
3893.140625,3.0756405542683206e+19,7.875932267189077e+18
3894.0361328125,3.4277286517595836e+19,7.983907890736473e+18
3894.93408203125,3.5870819969263444e+19,8.164902870712722e+18
3895.830078125,3.0333821504721007e+19,8.088108059391387e+18
3896.726318359375,4.622164246122464e+19,8.608199843767854e+18
3897.625,4.178290424524747e+19,8.598111630119839e+18
3898.521484375,4.7375534375911825e+19,8.650097791422895e+18
3899.420654296875,5.195859760719508e+19,8.753718416950192e+18
3900.317626953125,3.4478432392770085e+19,8.270056920003841e+18
3901.217041015625,3.0944044870966202e+19,8.209700264202532e+18
3902.114501953125,2.8321579359833903e+19,8.191603852721451e+18
3903.01220703125,2.7885694859572736e+19,8.175618678016351e+18
3903.912109375,3.4348055284124754e+19,8.27634122986879e+18
3904.810302734375,3.061970500765715e+19,8.156895381858908e+18
3905.710693359375,2.246657948257871e+19,8.269306390040324e+18
3906.609375,3.798048267721288e+19,8.803941613594229e+18
3907.510009765625,3.558227899697732e+19,8.679632276471329e+18
3908.408935546875,4.823739360555956e+19,9.133323086884105e+18
3909.30810546875,3.7136933071824945e+19,9.149368977983842e+18
3910.209716796875,3.7533080171238736e+19,9.119592838016377e+18
3911.109130859375,3.2712090537965912e+19,8.939076067583856e+18
3912.010986328125,3.732648456107933e+19,8.839759632157025e+18
3912.9111328125,4.8669482410494755e+19,8.880451649805972e+18
3913.813232421875,2.717161912845141e+19,8.560722587337076e+18
3914.713623046875,3.807307657850067e+19,8.711996035008049e+18
3915.6142578125,4.385172063051878e+19,8.807862446879027e+18
3916.51708984375,2.8677506524208304e+19,8.495880628339566e+18
3917.418212890625,4.222406691422229e+19,8.71822034431989e+18
3918.321533203125,4.857153056302746e+19,8.695686382737594e+18
3919.222900390625,4.140493339692162e+19,8.307330956566239e+18
3920.126708984375,3.7314782357114905e+19,8.098794251713292e+18
3921.028564453125,4.294399638851744e+19,7.991444131108799e+18
3921.9306640625,4.428771677295503e+19,7.898656016152502e+18
3922.8349609375,3.3591902080024863e+19,7.682594846026677e+18
3923.7373046875,4.459253478022185e+19,7.926341043745658e+18
3924.64208984375,3.071855604568411e+19,7.717433550138533e+18
3925.545166015625,3.1471416693426057e+19,7.75165053142204e+18
3926.4501953125,2.9890354400431485e+19,7.656103302170117e+18
3927.353515625,3.2324348070346105e+19,7.625200826790168e+18
3928.257080078125,2.8561402054836707e+19,7.500846817899629e+18
3929.162841796875,3.698600720710661e+19,7.423698900129886e+18
